,simulation,hurst
970,971,0.5306502599424529
971,972,0.49988958079462725
972,973,0.5800348034688825
973,974,0.623420067849979
974,975,0.5048331497852118
975,976,0.6076978735275945
976,977,0.5333676604155649
977,978,0.5580883023949769
978,979,0.5020615183501201
979,980,0.5677215613472907
980,981,0.5663585350784321
981,982,0.5591072048722688
982,983,0.5030055600315309
983,984,0.6177927130896862
984,985,0.5124845037347496
985,986,0.6148651979985059
986,987,0.5564550785036253
987,988,0.5333526246431946
988,989,0.5259138997144281
989,990,0.5583360168190619
990,991,0.5369724977119629
991,992,0.5287321178854046
992,993,0.5286026673160066
993,994,0.48631474558212456
994,995,0.5371544938714565
995,996,0.5512369737570023
996,997,0.49551224554554696
997,998,0.5280530418173695
998,999,0.48338333203504646
999,1000,0.5166590095529081
